departure,arrival
'airport': 'Ngurah Rai International,'airport': 'Soekarno-Hatta International
'airport': 'Lishe International Airport,'airport': 'Xianyang
'airport': 'Shuangliu,'airport': 'Lishe International Airport
'airport': 'Shuangliu,'airport': 'Lishe International Airport
'airport': 'Shuangliu,'airport': 'Lishe International Airport
'airport': 'Shuangliu,'airport': 'Lishe International Airport
'airport': 'Shuangliu,'airport': 'Lishe International Airport
'airport': 'Shuangliu,'airport': 'Lishe International Airport
'airport': 'Hangzhou,'airport': 'Lanzhou Zhongchuan Airport
'airport': 'Hangzhou,'airport': 'Lanzhou Zhongchuan Airport
'airport': 'Hangzhou,'airport': 'Lanzhou Zhongchuan Airport
'airport': 'Hangzhou,'airport': 'Lanzhou Zhongchuan Airport
'airport': 'Shanghai Hongqiao International,'airport': 'Lanzhou Zhongchuan Airport
'airport': 'Shanghai Hongqiao International,'airport': 'Lanzhou Zhongchuan Airport
'airport': Non,'airport': 'Lanzhou Zhongchuan Airport
'airport': Non,'airport': 'Lanzhou Zhongchuan Airport
'airport': 'Tancredo Neves International Airport,'airport': 'Presidente Juscelino Kubitschek
'airport': 'Tancredo Neves International Airport,'airport': 'Presidente Juscelino Kubitschek
'airport': 'Tancredo Neves International Airport,'airport': 'Presidente Juscelino Kubitschek
'airport': 'Xianyang,'airport': 'Wenzhou
'airport': 'Chu-Bu Centrair International (Central Japan International),'airport': 'Sendai
'airport': 'Chu-Bu Centrair International (Central Japan International),'airport': 'Sendai
'airport': 'Aeroporto Internacional Guarulhos,'airport': 'Jorge Chavez International
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Narita International Airport,'airport': 'Seoul (Incheon)
'airport': 'Stuttgart Echterdingen,'airport': 'Sur Reina Sofia
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Haneda Airport,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Austin-bergstrom International,'airport': 'Miami International Airport
'airport': 'Austin-bergstrom International,'airport': 'Detroit Metropolitan Wayne County
'airport': Non,'airport': 'Pontiac
'airport': 'Nagasaki,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Lesquin,"'airport': ""Cote D'azur International Airport"
'airport': 'Heathrow,'airport': 'Shannon
'airport': 'Heathrow,'airport': 'Shannon
'airport': 'Heathrow,'airport': 'Shannon
'airport': 'Jorge Chavez International,'airport': 'Cajamarca
'airport': 'Jorge Chavez International,'airport': 'Tocumen International
'airport': 'Jorge Chavez International,'airport': 'Tocumen International
'airport': 'Linate,'airport': 'London City Airport
'airport': 'Linate,'airport': 'Punta Raisi
'airport': 'Hua Hin Airport,'airport': 'Chiang Mai International
'airport': 'Hong Kong International,'airport': 'Chiang Mai International
'airport': 'John F Kennedy International,'airport': 'Nassau International
'airport': 'Lisbon Portela,'airport': 'Sur Reina Sofia
'airport': 'Faro,'airport': 'Lisbon Portela
'airport': 'Barajas,'airport': 'Vigo
'airport': 'Barajas,'airport': 'Vigo
'airport': Non,'airport': 'Tianjin Binhai International
'airport': 'Barajas,'airport': 'Vigo
'airport': 'Barajas,'airport': 'Vigo
'airport': 'Barajas,'airport': 'Vigo
'airport': 'Barajas,'airport': 'Vigo
'airport': 'Barajas,'airport': 'Vigo
'airport': 'Schiphol,'airport': 'Sofia
'airport': 'Nanjing Lukou International Airport,'airport': 'Changchun
'airport': 'Nanjing Lukou International Airport,'airport': 'Dalian
'airport': 'Jose Maria Cordova,'airport': 'Rafael Nunez
'airport': 'Ulsan,'airport': 'Gimpo Airport
'airport': 'Ulsan,'airport': 'Gimpo Airport
'airport': 'Pulkovo,'airport': 'Kazan
'airport': 'Pulkovo,'airport': 'Khrabrovo
'airport': 'Pulkovo,'airport': 'Mineralnye Vodyj
'airport': 'Chongqing Jiangbei International,'airport': 'Taiyuan
'airport': 'Chongqing Jiangbei International,'airport': 'Beijing Capital International
'airport': 'Chongqing Jiangbei International,'airport': 'Fenghuang International (Phoenix International)
'airport': 'Chongqing Jiangbei International,'airport': 'Shanghai Pudong International
'airport': 'Chongqing Jiangbei International,'airport': 'Jinan
'airport': 'Chongqing Jiangbei International,'airport': 'Lianyungang
'airport': 'Chongqing Jiangbei International,'airport': 'Huangyan
'airport': 'Chongqing Jiangbei International,'airport': 'Tianjin Binhai International
'airport': 'Chongqing Jiangbei International,'airport': 'Shanghai Hongqiao International
'airport': 'Barajas,'airport': 'Capodichino
'airport': 'Franz Josef Strauss,'airport': 'Lawica
'airport': 'Benedum,'airport': 'Charlotte Douglas
'airport': 'Pulkovo,'airport': 'Magnitogorsk
'airport': 'Pulkovo,'airport': 'Sochi/Adler International Airport
'airport': 'Chongqing Jiangbei International,'airport': 'Beijing Daxing International Airport
'airport': 'Chongqing Jiangbei International,'airport': 'Zhengzhou
'airport': 'Heathrow,'airport': 'Inverness
'airport': 'Heathrow,'airport': 'Inverness
'airport': 'Heathrow,'airport': 'Inverness
'airport': 'Franz Josef Strauss,'airport': 'Halle
'airport': 'Franz Josef Strauss,'airport': 'Halle
'airport': 'Franz Josef Strauss,'airport': 'Halle
'airport': 'Franz Josef Strauss,'airport': 'Halle
'airport': 'Franz Josef Strauss,'airport': 'Halle
'airport': 'Franz Josef Strauss,'airport': 'Halle
'airport': 'Capodichino,'airport': 'Linate
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Shenzhen,'airport': 'Narita International Airport
'airport': 'Chongqing Jiangbei International,'airport': 'Shanghai Pudong International
'airport': 'Wellington International,'airport': 'Christchurch International
'airport': 'Wellington International,'airport': 'Christchurch International
'airport': 'Wellington International,'airport': 'Christchurch International
'airport': 'Christchurch International,'airport': 'Invercargill
'airport': 'Christchurch International,'airport': 'Invercargill
'airport': 'Christchurch International,'airport': 'Hamilton
'airport': 'Christchurch International,'airport': 'Palmerston North
'airport': 'Auckland International,'airport': 'Perth International
'airport': 'Suvarnabhumi International,'airport': 'Chu-Bu Centrair International (Central Japan International)
'airport': 'Netaji Subhas Chandra,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Soekarno-Hatta International,'airport': 'Abu Dhabi International
'airport': 'Soekarno-Hatta International,'airport': 'Abu Dhabi International
'airport': 'Soekarno-Hatta International,'airport': 'Abu Dhabi International
'airport': 'Soekarno-Hatta International,'airport': 'Abu Dhabi International
'airport': 'Soekarno-Hatta International,'airport': 'Shanghai Pudong International
'airport': 'Hobart,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Hobart,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Hobart,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Auckland International,'airport': 'Singapore Changi
'airport': 'Phuket International,'airport': 'Shanghai Pudong International
'airport': 'Dunedin International,'airport': 'Christchurch International
'airport': 'Dunedin International,'airport': 'Christchurch International
'airport': 'Dunedin International,'airport': 'Christchurch International
'airport': 'Beijing Daxing International Airport,'airport': 'Vladivostok
'airport': 'Phuket International,'airport': 'Shanghai Pudong International
'airport': 'Brisbane International,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Soekarno-Hatta International,'airport': 'Hasanudin
'airport': 'Auckland International,'airport': 'Perth International
'airport': 'Phnom Penh International,'airport': 'Shanghai Pudong International
'airport': 'Auckland International,'airport': 'Dunedin International
'airport': 'Netaji Subhas Chandra,'airport': 'Lohegaon
'airport': 'Islamabad International,'airport': 'Abu Dhabi International
'airport': 'Cairns,'airport': 'Cairns
'airport': 'Singapore Changi,'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)
'airport': 'Auckland International,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Gold Coast (coolangatta)
'airport': 'Adelaide International Airport,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Canberra
'airport': 'Ahmedabad,'airport': 'Suvarnabhumi International
'airport': 'Don Muang,'airport': 'Cheongju
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Sydney Kingsford Smith Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Adelaide International Airport,'airport': 'Brisbane International
'airport': 'Adelaide International Airport,'airport': 'Brisbane International
'airport': 'Wattay,'airport': 'Gimhae
'airport': 'Toowoomba,'airport': 'Gold Coast (coolangatta)
'airport': 'Williamtown,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Thangool,'airport': 'Rockhampton
'airport': 'Suvarnabhumi International,'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International)
'airport': 'Hong Kong International,'airport': 'Shuangliu
'airport': 'Taiwan Taoyuan International (Chiang Kai Shek International),'airport': 'Narita International Airport
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Beijing Capital International,'airport': 'Shanghai Pudong International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Bandaranaike International,'airport': 'Indira Gandhi International
'airport': 'Adelaide International Airport,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Christchurch International,'airport': 'Brisbane International
'airport': 'Kansai International,'airport': 'Suvarnabhumi International
'airport': 'Auckland International,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Hong Kong International,'airport': 'Kansai International
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Tan Son Nhat International
'airport': 'Launceston,'airport': 'Burnie Wynyard
'airport': 'Launceston,'airport': 'Melbourne - Tullamarine Airport
'airport': 'Port Macquarie,'airport': 'Sydney Kingsford Smith Airport
'airport': 'Don Muang,'airport': 'Guangzhou Baiyun International
'airport': 'Phuket International,'airport': 'Xianyang
'airport': 'Phuket International,'airport': 'Nanjing Lukou International Airport
'airport': 'Soekarno-Hatta International,'airport': 'Samratulangi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Suvarnabhumi International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Suvarnabhumi International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Hong Kong International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Suvarnabhumi International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Kuala Lumpur International Airport (klia)
'airport': 'Singapore Changi,'airport': 'Indira Gandhi International
'airport': 'Auckland International,'airport': 'Queenstown
'airport': 'Auckland International,'airport': 'Christchurch International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Brisbane International
'airport': 'Melbourne - Tullamarine Airport,'airport': 'Singapore Changi
